,lat,long
,unique,unique
user_id,,
3192981.0,[35.22720860000001],[-80.84308270000002]
3280411.0,[42.3602534],[-71.0582912]
3352981.0,[30.2711286],[-97.7436995]
3470861.0,[36.7014631],[-118.7559974]
3562941.0,[47.5709315],[-122.3865166]
3572691.0,[42.3788774],[-72.03236600000002]
3632831.0,[43.4849133],[-71.6553992]
3633871.0,[33.749098700000005],[-84.39018490000002]
3744051.0,[45.5202471],[-122.6741949]
3761241.0,[35.1490215],[-90.0516285]
3771431.0,[47.6038321],[-122.3300624]
3819931.0,[37.496904],[-122.33305729999998]
3835851.0,[40.7127281],[-74.0060152]
3977211.0,[38.6920451],[-75.4013315]
4067601.0,[37.7790262],[-122.4199061]
4080701.0,[40.7127281],[-74.0060152]
4084951.0,[43.9792797],[-120.737257]
4093701.0,[33.603876],[-117.831697]
4130111.0,[34.0536909],[-118.242766]
4132841.0,[29.9978185],[-83.2221527]
4265721.0,[34.0536909],[-118.242766]
4296301.0,[34.0709576],[-84.2747329]
4390331.0,[38.3300497],[-89.03256929999998]
4423681.0,[35.0457219],[-85.3094883]
4446051.0,[30.4380832],[-84.2809332]
4531511.0,[34.0536909],[-118.242766]
4627181.0,[37.53850870000001],[-77.43428]
4816961.0,[43.1561681],[-75.84499459999998]
4954491.0,[48.0517429],[-122.1768209]
5113081.0,[30.39603],[-88.88531]
5128281.0,[33.4942189],[-111.92601840000002]
5166871.0,[38.6920451],[-75.4013315]
5177421.0,[40.7127281],[-74.0060152]
5180711.0,[41.87556160000001],[-87.6244212]
5206861.0,[34.395342],[-111.7632755]
5248071.0,[39.7392364],[-104.9848623]
5352542.0,[40.6501024],[-73.9495829]
5387852.0,[37.3361905],[-121.890583]
5444652.0,[38.8949924],[-77.0365581]
5445362.0,[39.4225192],[-111.7143584]
5445832.0,[32.753177],[-97.3327459]
5471172.0,[36.7014631],[-118.7559974]
5511652.0,[33.5806115],[-112.237294]
5514802.0,[34.14764520000001],[-118.1444779]
5531452.0,[33.5426975],[-117.785366]
5554872.0,[39.88771120000001],[-75.1907839]
5644772.0,[40.0757384],[-74.4041622]
5649542.0,[47.6038321],[-122.3300624]
5656902.0,[42.3788774],[-72.03236600000002]
5657722.0,[34.0536909],[-118.242766]
5658202.0,[33.749098700000005],[-84.39018490000002]
5663932.0,[40.7127281],[-74.0060152]
5669922.0,[40.2253569],[-82.6881395]
5717882.0,[42.3602534],[-71.0582912]
5719712.0,[38.7251776],[-105.6077167]
5720322.0,[36.1672559],[-115.1485163]
5750262.0,[40.7127281],[-74.0060152]
5756552.0,[40.0757384],[-74.4041622]
5774782.0,[32.7174209],[-117.1627714]
5799722.0,[29.7589382],[-95.3676974]
5808232.0,[47.6038321],[-122.3300624]
5822042.0,[32.7349196],[-117.1545974]
5854862.0,[34.0536909],[-118.242766]
5885472.0,[40.7127281],[-74.0060152]
5916122.0,[30.2711286],[-97.7436995]
5938062.0,[38.8949924],[-77.0365581]
5972102.0,[37.7790262],[-122.4199061]
5986922.0,[37.9577016],[-121.29077959999998]
6032422.0,[40.6501024],[-73.9495829]
6044522.0,[45.5202471],[-122.6741949]
6065452.0,[34.1714271],[-118.9105877]
6076912.0,[34.0536909],[-118.242766]
6078922.0,[41.87556160000001],[-87.6244212]
6087052.0,[37.3361905],[-121.890583]
6092972.0,[38.8949924],[-77.0365581]
6109062.0,[32.7174209],[-117.1627714]
6117452.0,[40.7127281],[-74.0060152]
6121062.0,[37.7884969],[-122.3558473]
6144332.0,[38.5810606],[-121.4938951]
6162492.0,[34.0536909],[-118.242766]
6164342.0,[33.749098700000005],[-84.39018490000002]
6165372.0,[38.8949924],[-77.0365581]
6188772.0,[30.2711286],[-97.7436995]
6196352.0,[40.7127281],[-74.0060152]
6214852.0,[40.7127281],[-74.0060152]
6218752.0,[40.7896239],[-73.9598939]
6266532.0,[38.8949924],[-77.0365581]
6294162.0,[40.5664878],[-111.838904]
6296572.0,[41.6500201],[-72.7342163]
6401522.0,[34.0536909],[-118.242766]
6418032.0,[39.9527237],[-75.16352619999998]
6456482.0,[38.9583737],[-77.35798050000002]
6460032.0,[43.9792797],[-120.737257]
6460172.0,[39.2908816],[-76.610759]
6478182.0,[33.1570582],[-94.9694007]
6480222.0,[45.709097],[-68.8590201]
6505892.0,[33.5426975],[-117.785366]
6535242.0,[40.7127281],[-74.0060152]
6577792.0,[40.7127281],[-74.0060152]
6604072.0,[33.749098700000005],[-84.39018490000002]
6624202.0,[28.5421109],[-81.3790304]
6629472.0,[28.5421109],[-81.3790304]
6633712.0,[26.640628000000003],[-81.87230840000002]
6667522.0,[33.749098700000005],[-84.39018490000002]
6701212.0,[47.5602073],[-122.2201423]
6715402.0,[35.0841034],[-106.6509851]
6742582.0,[40.7127281],[-74.0060152]
6799512.0,[34.536106700000005],[-117.2911565]
6799872.0,[38.2325829],[-122.636465]
6817922.0,[25.7741728],[-80.19362]
6833762.0,[42.3788774],[-72.03236600000002]
6836022.0,[41.87556160000001],[-87.6244212]
6839182.0,[34.0194704],[-118.4912273]
6855472.0,[40.6501024],[-73.9495829]
6878392.0,[34.0536909],[-118.242766]
6890552.0,[40.7127281],[-74.0060152]
6895472.0,[45.4871723],[-122.80378]
6910312.0,[47.6038321],[-122.3300624]
6948322.0,[38.8949924],[-77.0365581]
7014162.0,[40.7896239],[-73.9598939]
7038462.0,[41.87556160000001],[-87.6244212]
7039742.0,[42.3602534],[-71.0582912]
7043382.0,[40.7127281],[-74.0060152]
7045692.0,[34.0536909],[-118.242766]
7099112.0,[35.6729639],[-79.03929190000002]
7117302.0,[40.7127281],[-74.0060152]
7138222.0,[30.2711286],[-97.7436995]
7175822.0,[40.4631789],[-88.8196613]
7177312.0,[45.5202471],[-122.6741949]
7218132.0,[36.1622296],[-86.7743531]
7248372.0,[40.7127281],[-74.0060152]
7280062.0,[38.8949924],[-77.0365581]
7295172.0,[37.3361905],[-121.890583]
7317022.0,[40.9699889],[-77.72788309999999]
7342342.0,[43.4849133],[-71.6553992]
7343352.0,[40.0757384],[-74.4041622]
7391182.0,[34.0536909],[-118.242766]
7395552.0,[34.0536909],[-118.242766]
7412062.0,[42.0953049],[-87.9375694]
7444292.0,[37.7790262],[-122.4199061]
7455352.0,[41.87556160000001],[-87.6244212]
7455452.0,[39.9527237],[-75.16352619999998]
7477582.0,[42.3602534],[-71.0582912]
7481162.0,[37.3361905],[-121.890583]
7482412.0,[38.7251776],[-105.6077167]
7494702.0,[34.0536909],[-118.242766]
7513442.0,[37.226611],[-121.9746797]
7545142.0,[34.0536909],[-118.242766]
7545332.0,[46.77293220000001],[-92.1251218]
7549482.0,[34.0536909],[-118.242766]
7574072.0,[39.609891],[-100.005684]
7613072.0,[35.9131542],[-79.05578]
7623532.0,[42.3602534],[-71.0582912]
7646382.0,[40.2253569],[-82.6881395]
7668292.0,[43.074761],[-89.3837613]
7716532.0,[40.7127281],[-74.0060152]
7729542.0,[34.0980031],[-118.329523]
7735672.0,[41.0799898],[-85.13860150000002]
7746792.0,[33.86428],[-118.39591]
7764672.0,[38.8462236],[-77.3063733]
7772832.0,[40.7127281],[-74.0060152]
7776912.0,[37.7884969],[-122.3558473]
7777122.0,[34.0536909],[-118.242766]
7782602.0,[40.7127281],[-74.0060152]
7792302.0,[37.7790262],[-122.4199061]
7805892.0,[40.0757384],[-74.4041622]
7818212.0,[32.7762719],[-96.7968559]
7824452.0,[33.432908000000005],[-112.00942179999998]
7829912.0,[29.949932300000004],[-90.0701156]
7839012.0,[29.949932300000004],[-90.0701156]
7848732.0,[27.9477595],[-82.458444]
7860902.0,[38.8949924],[-77.0365581]
7892912.0,[31.8160381],[-99.5120986]
7896702.0,[26.271192],[-80.27060440000002]
7906512.0,[40.7127281],[-74.0060152]
7925632.0,[34.0191116],[-81.433943]
7934262.0,[30.2711286],[-97.7436995]
7939822.0,[34.0536909],[-118.242766]
7958432.0,[40.0757384],[-74.4041622]
7959752.0,[29.7589382],[-95.3676974]
7961882.0,[40.6501024],[-73.9495829]
7962452.0,[37.8708393],[-122.2728639]
7964842.0,[35.052575899999994],[-78.878292]
7971962.0,[35.0841034],[-106.6509851]
7975082.0,[25.7741728],[-80.19362]
7978322.0,[32.7762719],[-96.7968559]
7980272.0,[29.7589382],[-95.3676974]
7991842.0,[39.9527237],[-75.16352619999998]
8006742.0,[27.7567667],[-81.4639835]
8029182.0,[41.87556160000001],[-87.6244212]
8031702.0,[34.0536909],[-118.242766]
8044712.0,[42.8858579],[-77.2799761]
8053312.0,[38.7125305],[-77.0124598]
8063352.0,[40.7127281],[-74.0060152]
8067242.0,[29.4246002],[-98.4951405]
8099712.0,[44.4308975],[-89.6884637]
8110582.0,[34.0536909],[-118.242766]
8123952.0,[35.6729639],[-79.03929190000002]
8127012.0,[36.7014631],[-118.7559974]
8127822.0,[32.7762719],[-96.7968559]
8143872.0,[29.949932300000004],[-90.0701156]
8150132.0,[34.0536909],[-118.242766]
8168032.0,[40.7596198],[-111.8867975]
8175852.0,[40.7896239],[-73.9598939]
8199112.0,[34.0536909],[-118.242766]
8215572.0,[39.8909466],[-75.07295040000002]
8235632.0,[30.4459596],[-91.18738]
8237722.0,[40.7127281],[-74.0060152]
8268882.0,[34.1714271],[-118.9105877]
8270202.0,[37.54826970000001],[-121.9885719]
8362732.0,[41.87556160000001],[-87.6244212]
8370582.0,[44.9504037],[-93.1015026]
8388162.0,[37.7790262],[-122.4199061]
8420262.0,[47.6038321],[-122.3300624]
8436472.0,[45.5202471],[-122.6741949]
8447532.0,[40.7127281],[-74.0060152]
8453312.0,[42.3602534],[-71.0582912]
8453452.0,[37.4429964],[-122.1545229]
8513082.0,[36.1672559],[-115.1485163]
8527562.0,[39.2908816],[-76.610759]
8527662.0,[34.0536909],[-118.242766]
8547662.0,[40.7127281],[-74.0060152]
8719302.0,[39.2908816],[-76.610759]
8740272.0,[34.0536909],[-118.242766]
8750072.0,[33.687438799999995],[-80.4363743]
8754802.0,[34.395342],[-111.7632755]
8757452.0,[39.2744299],[-88.2423795]
8790312.0,[35.6729639],[-79.03929190000002]
8841142.0,[39.7392364],[-104.9848623]
8867682.0,[37.7790262],[-122.4199061]
8912612.0,[39.9527237],[-75.16352619999998]
8949282.0,[47.6038321],[-122.3300624]
8968562.0,[33.7690164],[-118.191604]
8969032.0,[37.226611],[-121.9746797]
8982522.0,[40.8506558],[-73.86652409999998]
9001212.0,[40.7127281],[-74.0060152]
9061312.0,[41.7370229],[-99.5873816]
9075622.0,[37.7790262],[-122.4199061]
9089072.0,[40.0796606],[-89.4337288]
9103452.0,[38.8949924],[-77.0365581]
9112902.0,[28.7988793],[-81.835357]
9113732.0,[40.7127281],[-74.0060152]
9116832.0,[40.7896239],[-73.9598939]
9129132.0,[40.6501024],[-73.9495829]
9164672.0,[32.0809263],[-81.09117679999999]
9171372.0,[40.2253569],[-82.6881395]
9201822.0,[40.7127281],[-74.0060152]
9218382.0,[40.8506558],[-73.86652409999998]
9237792.0,[31.8160381],[-99.5120986]
9256422.0,[30.2711286],[-97.7436995]
9267132.0,[40.75839000000001],[-82.51544709999997]
9268492.0,[40.5889936],[-73.7290207]
9275372.0,[41.7464972],[-74.08448940000002]
9300912.0,[42.2836393],[-71.34699599999998]
9304742.0,[33.4462865],[-94.0763807]
9309332.0,[30.2711286],[-97.7436995]
9317092.0,[42.3602534],[-71.0582912]
9397732.0,[42.4396039],[-76.49680190000002]
9444832.0,[43.1561681],[-75.84499459999998]
9467582.0,[40.7127281],[-74.0060152]
9509792.0,[40.9115386],[-73.78263630000002]
9513912.0,[29.7589382],[-95.3676974]
9543072.0,[36.1622296],[-86.7743531]
9572762.0,[35.6729639],[-79.03929190000002]
9590262.0,[37.7790262],[-122.4199061]
9601512.0,[32.7174209],[-117.1627714]
9608012.0,[42.2713945],[-89.09396600000002]
9614972.0,[28.5421109],[-81.3790304]
9627102.0,[41.764582],[-72.6908547]
9630542.0,[38.8949924],[-77.0365581]
9648652.0,[34.0536909],[-118.242766]
9652042.0,[42.9702328],[-109.4537508]
9655042.0,[33.749098700000005],[-84.39018490000002]
9696512.0,[38.7251776],[-105.6077167]
9713902.0,[40.7127281],[-74.0060152]
9714292.0,[29.7589382],[-95.3676974]
9721292.0,[33.448436699999995],[-112.0741417]
9723262.0,[37.7790262],[-122.4199061]
9725912.0,[37.7790262],[-122.4199061]
9729112.0,[38.8949924],[-77.0365581]
9736712.0,[40.7127281],[-74.0060152]
9738172.0,[43.0349931],[-87.92249699999998]
9747532.0,[47.6038321],[-122.3300624]
9766862.0,[34.9550817],[-97.2684063]
9770142.0,[35.1205564],[-89.98030490000002]
9783142.0,[40.7127281],[-74.0060152]
9801322.0,[43.074761],[-89.3837613]
9806742.0,[35.7803977],[-78.63909890000002]
9834992.0,[35.1490215],[-90.0516285]
9838202.0,[37.7790262],[-122.4199061]
9872012.0,[32.7762719],[-96.7968559]
9900302.0,[27.9477595],[-82.458444]
9931932.0,[38.6264178],[-90.1998378]
9979582.0,[30.2711286],[-97.7436995]
9982322.0,[40.3451668],[-75.1263909]
10012322.0,[40.7127281],[-74.0060152]
10025982.0,[33.448436699999995],[-112.0741417]
10041062.0,[34.0536909],[-118.242766]
10116502.0,[39.9527237],[-75.16352619999998]
10147552.0,[31.8160381],[-99.5120986]
10166572.0,[37.7742152],[-87.1133304]
10182712.0,[44.9772995],[-93.2654692]
10191202.0,[39.4142186],[-77.4109269]
10228032.0,[40.2253569],[-82.6881395]
10231042.0,[37.7884969],[-122.3558473]
10262482.0,[46.8701049],[-113.9952672]
10307312.0,[46.77293220000001],[-92.1251218]
10325482.0,[38.9200599],[-77.0626075]
10348282.0,[37.7790262],[-122.4199061]
10399342.0,[39.7683331],[-86.1583502]
10409322.0,[36.7014631],[-118.7559974]
10409782.0,[40.0640001],[-75.1865661]
10429092.0,[41.87556160000001],[-87.6244212]
10437802.0,[40.7127281],[-74.0060152]
10466722.0,[37.1232245],[-78.4927721]
10497862.0,[39.7392364],[-104.9848623]
10572642.0,[34.0536909],[-118.242766]
10590402.0,[34.0877926],[-117.8891164]
10666432.0,[41.87556160000001],[-87.6244212]
10682742.0,[35.22720860000001],[-80.84308270000002]
10717092.0,[40.7127281],[-74.0060152]
10741662.0,[40.0757384],[-74.4041622]
10778972.0,[35.22720860000001],[-80.84308270000002]
10798072.0,[39.1014537],[-84.5124602]
10805332.0,[47.6038321],[-122.3300624]
10859562.0,[36.1622296],[-86.7743531]
10859962.0,[31.8160381],[-99.5120986]
10861852.0,[40.7127281],[-74.0060152]
10920032.0,[40.7127281],[-74.0060152]
10926622.0,[40.7127281],[-74.0060152]
10932022.0,[40.4416941],[-79.99008609999998]
10953362.0,[32.9299655],[-97.2271249]
10970632.0,[40.7127281],[-74.0060152]
11015682.0,[27.7567667],[-81.4639835]
11019742.0,[40.7127281],[-74.0060152]
11022112.0,[39.7392364],[-104.9848623]
11031402.0,[39.2908816],[-76.610759]
11057272.0,[37.3228934],[-122.0322895]
11099982.0,[35.60094979999999],[-82.5540161]
11106872.0,[34.1033192],[-117.5751735]
11130092.0,[34.144664299999995],[-118.6440973]
11136312.0,[42.3602534],[-71.0582912]
11167222.0,[31.8160381],[-99.5120986]
11181842.0,[36.7014631],[-118.7559974]
11188522.0,[34.0536909],[-118.242766]
11211372.0,[38.9583737],[-77.35798050000002]
11213432.0,[40.0757384],[-74.4041622]
11215222.0,[40.7127281],[-74.0060152]
11262522.0,[35.9140196],[-81.5389849]
11307052.0,[40.7127281],[-74.0060152]
11314062.0,[30.2711286],[-97.7436995]
11326772.0,[38.5810606],[-121.4938951]
11347242.0,[39.9622601],[-83.00070649999998]
11435972.0,[34.0194704],[-118.4912273]
11439112.0,[29.7589382],[-95.3676974]
11446702.0,[40.7127281],[-74.0060152]
11471902.0,[28.4635266],[-82.5363557]
11489052.0,[36.7014631],[-118.7559974]
11513502.0,[40.7127281],[-74.0060152]
11537382.0,[38.6264178],[-90.1998378]
11590932.0,[33.749098700000005],[-84.39018490000002]
11611902.0,[35.81482360000001],[-101.34844]
11618032.0,[42.3602534],[-71.0582912]
11654672.0,[27.7567667],[-81.4639835]
11672172.0,[38.8949924],[-77.0365581]
11675502.0,[38.8949924],[-77.0365581]
11680692.0,[34.136207500000005],[-118.0401497]
11688022.0,[35.22720860000001],[-80.84308270000002]
11700952.0,[40.9699889],[-77.72788309999999]
11717102.0,[42.3487654],[-71.043988]
11731552.0,[40.0149856],[-105.2705456]
11764122.0,[30.2711286],[-97.7436995]
11765962.0,[34.0536909],[-118.242766]
11841752.0,[38.2493581],[-122.0399663]
11844232.0,[31.8160381],[-99.5120986]
11879362.0,[44.5990718],[-72.5002608]
11922412.0,[44.9772995],[-93.2654692]
11925512.0,[47.6571934],[-117.4235106]
11953892.0,[25.7929198],[-80.1353006]
11991832.0,[43.0349931],[-87.92249699999998]
11999002.0,[37.7884969],[-122.3558473]
12000302.0,[40.7127281],[-74.0060152]
12007212.0,[30.043037],[-90.544547]
12014232.0,[40.7127281],[-74.0060152]
12049382.0,[36.7014631],[-118.7559974]
12072382.0,[36.1622296],[-86.7743531]
12093462.0,[21.304547],[-157.8556764]
12095912.0,[38.8937936],[-76.98799759999999]
12127732.0,[40.0757384],[-74.4041622]
12143482.0,[41.7962409],[-71.59923719999998]
12161792.0,[25.7741728],[-80.19362]
12163352.0,[42.12947120000001],[-80.0852695]
12191252.0,[33.4151117],[-111.83147920000002]
12220722.0,[40.03813],[-76.3056686]
12224342.0,[39.2908816],[-76.610759]
12231932.0,[34.0536909],[-118.242766]
12244762.0,[30.2711286],[-97.7436995]
12252842.0,[47.6038321],[-122.3300624]
12254202.0,[31.8160381],[-99.5120986]
12297052.0,[40.0757384],[-74.4041622]
12306392.0,[41.7962409],[-71.59923719999998]
12329592.0,[25.7741728],[-80.19362]
12345362.0,[38.8949924],[-77.0365581]
12377752.0,[41.7962409],[-71.59923719999998]
12383852.0,[35.60094979999999],[-82.5540161]
12392512.0,[40.8584328],[-74.16375529999998]
12449732.0,[40.7596198],[-111.8867975]
12469012.0,[31.11712],[-97.7278]
12499912.0,[37.45196710000001],[-122.17799270000002]
12506012.0,[40.7164913],[-73.99625040000002]
12538602.0,[42.2681569],[-83.7312291]
12594262.0,[38.8051095],[-77.0470229]
12628852.0,[40.0757384],[-74.4041622]
12640342.0,[40.97454929999999],[-77.0785945]
12649332.0,[42.8142432],[-73.93956870000002]
12691142.0,[36.3320197],[-94.1185366]
12699932.0,[37.1677128],[-94.8464256]
12701382.0,[37.226611],[-121.9746797]
12705742.0,[41.5200518],[-81.556235]
12716482.0,[38.8949924],[-77.0365581]
12723102.0,[42.3602534],[-71.0582912]
12733352.0,[41.87556160000001],[-87.6244212]
12754772.0,[34.0536909],[-118.242766]
12803712.0,[37.7790262],[-122.4199061]
12812782.0,[34.1588494],[-118.628344]
12843902.0,[42.3602534],[-71.0582912]
12847962.0,[43.9792797],[-120.737257]
12856012.0,[36.1556805],[-95.9929113]
12861132.0,[37.496904],[-122.33305729999998]
12879822.0,[40.7127281],[-74.0060152]
12883972.0,[40.6501024],[-73.9495829]
12894892.0,[36.7014631],[-118.7559974]
12912952.0,[35.751179],[-86.9300023]
12922272.0,[36.7014631],[-118.7559974]
12930972.0,[40.0757384],[-74.4041622]
12952842.0,[43.6211955],[-84.6824346]
12958242.0,[38.6264178],[-90.1998378]
12970062.0,[33.749098700000005],[-84.39018490000002]
12996812.0,[28.851817200000006],[-81.71085529999998]
13000872.0,[44.9772995],[-93.2654692]
13032142.0,[47.6038321],[-122.3300624]
13076312.0,[35.1490215],[-90.0516285]
13080052.0,[33.448436699999995],[-112.0741417]
13111752.0,[36.7014631],[-118.7559974]
13123182.0,[39.2908816],[-76.610759]
13133312.0,[41.7962409],[-71.59923719999998]
13139342.0,[31.8160381],[-99.5120986]
13140102.0,[37.7790262],[-122.4199061]
13140312.0,[40.0757384],[-74.4041622]
13160892.0,[42.3315509],[-83.04664029999998]
13222472.0,[37.5437559],[-121.9822113]
13224032.0,[39.1014537],[-84.5124602]
13264132.0,[36.7014631],[-118.7559974]
13291132.0,[33.749098700000005],[-84.39018490000002]
13296712.0,[36.1622296],[-86.7743531]
13337292.0,[38.8949924],[-77.0365581]
13353142.0,[36.1622296],[-86.7743531]
13354232.0,[43.1561681],[-75.84499459999998]
13368402.0,[40.7127281],[-74.0060152]
13374002.0,[34.0536909],[-118.242766]
13451412.0,[32.753177],[-97.3327459]
13470612.0,[41.2587459],[-95.9383758]
13494422.0,[34.0536909],[-118.242766]
13526152.0,[38.8949924],[-77.0365581]
13566802.0,[43.6211955],[-84.6824346]
13567332.0,[40.7127281],[-74.0060152]
13568912.0,[40.7127281],[-74.0060152]
13570702.0,[39.9622601],[-83.00070649999998]
13589582.0,[37.7790262],[-122.4199061]
13593132.0,[30.2711286],[-97.7436995]
13595782.0,[31.8160381],[-99.5120986]
13604612.0,[33.749098700000005],[-84.39018490000002]
13636612.0,[34.0980031],[-118.329523]
13653472.0,[34.0536909],[-118.242766]
13656852.0,[36.3302284],[-119.2920585]
13657472.0,[38.5810606],[-121.4938951]
13673822.0,[33.448436699999995],[-112.0741417]
13676602.0,[33.749098700000005],[-84.39018490000002]
13700452.0,[39.9527237],[-75.16352619999998]
13733992.0,[44.5990718],[-72.5002608]
13740382.0,[35.7730076],[-86.28200809999998]
13752432.0,[37.1232245],[-78.4927721]
13780642.0,[30.5672947],[-100.6432359]
13813962.0,[42.3602534],[-71.0582912]
13841712.0,[42.3788774],[-72.03236600000002]
13849772.0,[42.2681569],[-83.7312291]
13872272.0,[41.87556160000001],[-87.6244212]
13880222.0,[35.7803977],[-78.63909890000002]
13906712.0,[44.9772995],[-93.2654692]
13927942.0,[44.4761601],[-73.212906]
14023832.0,[34.0536909],[-118.242766]
14036242.0,[32.7174209],[-117.1627714]
14041652.0,[41.5051613],[-81.6934446]
14042182.0,[27.7567667],[-81.4639835]
14047759.0,[42.8867166],[-78.87839220000002]
14049120.0,[47.6038321],[-122.3300624]
14049640.0,[33.448436699999995],[-112.0741417]
14051749.0,[36.1672559],[-115.1485163]
14052216.0,[45.5202471],[-122.6741949]
14052821.0,[33.448436699999995],[-112.0741417]
14054470.0,[40.7127281],[-74.0060152]
14055855.0,[27.7567667],[-81.4639835]
14060292.0,[32.7762719],[-96.7968559]
14060717.0,[33.749098700000005],[-84.39018490000002]
14063008.0,[40.8270448],[-73.97569399999998]
14063562.0,[41.87556160000001],[-87.6244212]
14064786.0,[38.2542376],[-85.759407]
14066024.0,[38.8949924],[-77.0365581]
14066068.0,[47.6038321],[-122.3300624]
14066183.0,[41.5051613],[-81.6934446]
14066581.0,[37.7790262],[-122.4199061]
14066868.0,[34.0536909],[-118.242766]
14067932.0,[37.2296566],[-80.4136767]
14075803.0,[39.049011],[-95.677556]
14077844.0,[40.518681],[-78.394736]
14078468.0,[40.7127281],[-74.0060152]
14078598.0,[39.4142186],[-77.4109269]
