ID,Num CT Tweets,Searched
749093264687394816,4205,0
50398715,1703,0
3193065661,2205,0
1053112088623702016,106,0
1058045621964292096,934,0
823313125898190848,900,0
823602642748342272,339,0
959203983075282944,222,0
54520383,283,0
187940550,584,0
4318007234,799,0
865717944566784000,967,0
1043680609078513664,136,0
1174522781494476800,191,0
305236549,406,0
543761210,264,0
3315454658,217,0
836639756775731200,994,0
786566932812140544,39,0
111800440,568,0
1098906898106073088,350,0
2883265909,782,0
223485273,43,0
4643568732,784,0
1140677541625290753,425,0
854311359252758530,117,0
155251517,490,0
1107002015316692992,48,0
4156395314,372,0
316748886,13,0
1021475874426646528,295,0
1211375839763238912,32,0
541838449,206,0
1048026963082977281,65,0
1127422196702486531,474,0
1014864584124059653,403,0
782839561416171520,214,0
827626028,53,0
1031618277422682112,26,0
495615426,56,0
3176885615,78,0
615522145,8,0
1193374671627882496,144,0
1555713079,100,0
914053337464528897,87,0
710709876167548928,34,0
60435440,36,0
1150919549337985030,175,0
24384924,66,0
16891580,122,0
2678282521,7,0
1207360213650673664,18,0
1093681546907795457,9,0
985952276,118,0
1212704404991705088,19,0
37325529,342,0
63129264,8,0
804947812144140288,19,0
985179014364127234,2942,0
253816548,26,0
1206298156364754944,154,0
1065195760290078720,22,0
36205440,39,0
49073130,95,0
1123183692,521,0
3294738371,28,0
84791510,423,0
1167827759655247873,136,0
233364046,121,0
911645287,431,0
1177965492868276228,12,0
204812719,136,0
914819422837198849,166,0
1036732738391486464,51,0
65793480,47,0
23229719,190,0
552123992,247,0
148751465,94,0
990985771606728705,985,0
1196160806225772544,71,0
1159495431077765120,70,0
270351902,264,0
981346757761228800,48,0
733340842056765440,74,0
772086570555932673,302,0
3026721778,122,0
2737551494,28,0
948361042094182400,302,0
1148408995285127168,67,0
22926891,60,0
155191086,52,0
1127977389676351490,6,0
874011066,61,0
825037731541745664,268,0
141000817,6,0
740702723184590848,51,0
21402057,55,0
999797148333035520,8,0
1163774758623858690,8,0
537851791,58,0
1099097359932379142,5,0
888503349028560896,75,0
972971385306865664,54,0
1177391812832452608,64,0
1086178928874655744,178,0
3888990693,31,0
1126601090965938185,22,0
1122510983426203648,15,0
3394071833,70,0
3166046356,16,0
1067448546826215424,17,0
53533679,164,0
1346954671,32,0
569602872,21,0
2601102306,92,0
3837318914,210,0
922254589,22,0
884522887146819585,16,0
969268517076897792,40,0
289118612,160,0
52423201,3,0
236357289,104,0
1100188013290770433,21,0
891005526083084290,132,0
18509845,91,0
1169352079707713542,56,0
20412795,140,0
17828043,240,0
2564805547,3,0
878820871971889153,5,0
704364371703562242,418,0
983825156559785984,157,0
164489087,88,0
54734536,99,0
3620096115,39,0
876477352125005824,31,0
844910488786030592,229,0
829816220740366338,83,0
3772895061,31,0
117889298,24,0
611814756,4,0
344937039,8,0
16798163,209,0
170763654,518,0
1154075395639173121,48,0
872233627639263232,167,0
3226565178,114,0
919002031775510528,156,0
479889352,7,0
1636339466,24,0
3221761664,54,0
431742890,37,0
1134652236984963072,90,0
577202767,32,0
67248879,204,0
1180884956135997440,69,0
43371221,48,0
97266055,266,0
727566948171718656,103,0
68825755,24,0
870718770192560129,5,0
1070438125606977540,166,0
1159767582326394887,26,0
